"DDJHBH","GYSBM","YYBM","PSDBM","DDJHMXBH","YPBM","CGSL","CGDJ"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0796","118627","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0797","100979","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0798","128185","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0799","114173","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0800","136773","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0801","119669","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0802","120489","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0803","114109","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0804","135339","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0805","116307","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0806","114939","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0807","131213","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0808","135025","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0809","118511","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0810","126221","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0811","111685","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0812","130909","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0813","108541","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0814","108547","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0815","127689","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0816","130701","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0817","120483","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0818","114965","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0819","112365","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0820","108137","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0821","101459","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0822","129409","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0823","129399","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0824","104547","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0825","114937","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0826","132905","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0827","101117","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0828","118981","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0829","114317","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0830","132603","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0831","128195","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0832","118503","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0833","131209","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0834","127613","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0835","113817","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0836","113175","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0837","116159","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0838","133133","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0839","119781","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0840","113807","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0841","114373","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0842","132905","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0843","134263","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0844","128989","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0845","114747","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0846","131735","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0847","105607","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0848","115339","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0849","134447","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0850","105333","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0851","100021","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0852","118979","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0853","124881","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0854","100002","2010.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0855","119559","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0856","120053","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0857","130915","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0858","114577","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0859","116289","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0860","120499","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0861","101327","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0862","121447","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0863","136729","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0864","113809","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0865","127189","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0866","100443","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0867","134237","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0868","114109","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0869","104541","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0870","118753","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0871","126231","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0872","131705","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0873","114169","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0874","127601","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0875","106075","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0876","127679","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0877","108545","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0878","128167","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0879","120801","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0880","118979","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0881","101349","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0882","108219","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0883","118949","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0884","111083","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0885","101139","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0886","130073","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0887","114365","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0888","111541","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0889","134225","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0890","102567","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0891","105367","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0892","118245","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0893","108543","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0894","101609","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0895","108137","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0896","135253","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0897","129443","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0898","101091","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0899","109559","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0900","103337","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0901","120801","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0902","116363","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0903","129621","9990.000","29.00"
